Website,Name,Category,Address,Village,Region,Email,Booking link,Phone number
http://www.hinterwalderhof.com,Pension Hinterwalderhof,HotelPension,"Meransen/Maranza, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Via Grossberg/Grossbergstraße 10,Brixen/Bressanone and environs,info@hinterwalderhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.2D6BF1DD66E611D4B54E0050BAD5BEDE.pension-hinterwalderhof.maranza-meransen,+39 0472 520161
http://www.haeuslerhof.com,Häuslerhof,Farm,"Meransen/Maranza, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Ausserecker Str. 12,Brixen/Bressanone and environs,info@haeuslerhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.2D6BF1DA66E611D4B54E0050BAD5BEDE.haeuslerhof.maranza-meransen,+39 0472 520155
http://www.albergomajestic.it,Gasthof Pizzeria Majestic,HotelPension,"Brixen Umland/Bressanone dintorni, Brixen/Bressanone, Brixen/Bressanone and environs",via Luson/Lüsner Str. 29,Brixen/Bressanone and environs,info@albergomajestic.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.2542F7E5544811D2968200A0244EAF51.gasthof-pizzeria-majestic.bressanone-dintorni-brixen-umland,+39 0472 836102
http://www.goldenesroessl.it,Hotel Goldenes Rössl,HotelPension,"Brixen Stadt/Bressanone città, Brixen/Bressanone, Brixen/Bressanone and environs",via Brennero/Brennerstraße 3,Brixen/Bressanone and environs,info@goldenesroessl.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.2542F794544811D2968200A0244EAF51.hotel-goldenes-roessl.bressanone-citta-brixen-stadt,+39 0472 835152
http://www.residencegruenwald.com,Residence Grünwald,HotelPension,"Vals/Valles, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Via della Chiesa/Kirchdorfstraße 22,Brixen/Bressanone and environs,info@residencegruenwald.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DA3149F36F2211D291A100104BAF1B41.residence-gruenwald.valles-vals,+39 0472 547202
http://www.hotelschoenwald.com,Alpenhotel Schönwald,HotelPension,"Vals/Valles, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Jochtalstraße 13,Brixen/Bressanone and environs,info@hotelschoenwald.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DA3149A56F2211D291A100104BAF1B41.alpenhotel-schoenwald.valles-vals,+39 0472 547129
http://www.sonnen-hof.it,Sonnenhof Naturhotel,HotelPension,"Gufidaun/Gudon, Klausen/Chiusa, Brixen/Bressanone and environs",Gudon/Gufidaun 80,Brixen/Bressanone and environs,info@sonnen-hof.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.BA1AF345A1A311D3A0B800105A6F94EC.sonnenhof-naturhotel.gudon-gufidaun,+39 0472 847407
http://www.camping-gamp.com,Camping Gamp,Camping,"Klausen/Chiusa, Klausen/Chiusa, Brixen/Bressanone and environs",Griesbruck 10,Brixen/Bressanone and environs,info@camping-gamp.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.BA1AF339A1A311D3A0B800105A6F94EC.camping-gamp.chiusa-klausen,+39 0472 847425
http://www.camping-gamp.com,Hotel Gamp,HotelPension,"Klausen/Chiusa, Klausen/Chiusa, Brixen/Bressanone and environs",Griesbruck 10,Brixen/Bressanone and environs,info@camping-gamp.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.BA1AF315A1A311D3A0B800105A6F94EC.hotel-gamp.chiusa-klausen,+39 0472 847425
http://www.waldrast.it,Hotel Waldrast,HotelPension,"Terenten/Terento, Terenten/Terento, Brixen/Bressanone and environs",Unterdorfstr. 4,Brixen/Bressanone and environs,info@waldrast.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.ACEB3FD176F011D1957100805A150B0B.hotel-waldrast.terento-terenten,+39 0472 546130
http://www.residence-terentis.com,Residence Terentis,HotelPension,"Terenten/Terento, Terenten/Terento, Brixen/Bressanone and environs",Wiesenweg 4,Brixen/Bressanone and environs,info@residence-terentis.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.ACEB3F0D76F011D1957100805A150B0B.residence-terentis.terento-terenten,+39 0472 546205
http://www.peintnerhof.net,Garni Peintnerhof,HotelPension,"Schabs/Sciaves, Natz-Schabs/Naz-Sciaves, Brixen/Bressanone and environs","Schabs, Pustertaler Straße 5",Brixen/Bressanone and environs,info@peintnerhof.net,https://suedtirol.info/en/en/accommodation/pdp-accommodation.37D4C9C002E311D385D50060082C3577.garni-peintnerhof.sciaves-schabs,+39 0472 412450
http://www.fernblick.com,Hotel Fernblick,HotelPension,"St. Andrä/S. Andrea, Brixen/Bressanone, Brixen/Bressanone and environs",Obergasse 22 St. Leonhard,Brixen/Bressanone and environs,info@fernblick.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.2542F80E544811D2968200A0244EAF51.hotel-fernblick.s--andrea-st--andrae,+39 0472 834845
http://www.loewenhof.it,Camping Löwenhof,Camping,"Vahrn/Varna, Vahrn/Varna, Brixen/Bressanone and environs",Löwenviertel/ Brennerstrasse 60,Brixen/Bressanone and environs,info@loewenhof.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.E5D708EB095E11D5993E0050044A1601.camping-loewenhof.varna-vahrn,+39 0472 836216
http://www.gasthof-seppi.it,Hotel Gasthof Seppi,HotelPension,"Mühlbach/Rio di Pusteria, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",via Katharina Lanz/Katharina-Lanz-Straße 66,Brixen/Bressanone and environs,info@gasthof-seppi.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DA3149516F2211D291A100104BAF1B41.hotel-gasthof-seppi.rio-di-pusteria-muehlbach,+39 0472 849701
http://www.kirchersepp.com,Garni Kircher Sepp,HotelPension,"Barbian/Barbiano, Barbian/Barbiano, Brixen/Bressanone and environs",Via Rosengarten/Rosengartenstraße 27,Brixen/Bressanone and environs,info@kirchersepp.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.BDDE90372B3A43B89AA041084A1F7E1D.garni-kircher-sepp.barbiano-barbian,+39 0471 650074
http://www.parkhotel-post.it,Parkhotel Post,HotelPension,"Klausen/Chiusa, Klausen/Chiusa, Brixen/Bressanone and environs",Tinneplatz 3,Brixen/Bressanone and environs,info@parkhotel-post.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.BA1AF2FAA1A311D3A0B800105A6F94EC.hotel-post-des-reiserer-johannes.chiusa-klausen,+39 0472 847514
http://www.loewenhof.it,Hotel Leone - Löwenhof,HotelPension,"Vahrn/Varna, Vahrn/Varna, Brixen/Bressanone and environs",Via Brennero/Brennerstraße 60,Brixen/Bressanone and environs,info@loewenhof.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.74D93A5908B411D5993E0050044A1601.hotel-leone---loewenhof.varna-vahrn,+39 0472 836216
http://www.bergdiamant.com,Apartment Berg Diamant,BedBreakfast,"Meransen/Maranza, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Huberstrasse 20,Brixen/Bressanone and environs,info@bergdiamant.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.594B1AA73DE548CE3B6F258F854E8BCA.apartment-berg-diamant.maranza-meransen,+39 0472 522037
http://www.ploseblick.com,Hotel Ploseblick,HotelPension,"Natz/Naz, Natz-Schabs/Naz-Sciaves, Brixen/Bressanone and environs","Natz, Oberbrunnergasse 5",Brixen/Bressanone and environs,info@ploseblick.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.37D4C90C02E311D385D50060082C3577.hotel-ploseblick.naz-natz,+39 0472 415109
http://www.hairerhof.com,Pension Hairerhof,HotelPension,"Natz/Naz, Natz-Schabs/Naz-Sciaves, Brixen/Bressanone and environs","Natz, Schlossergasse 25",Brixen/Bressanone and environs,info@hairerhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.37D4C8FD02E311D385D50060082C3577.pension-hairerhof.naz-natz,+39 0472 415001
http://www.lodenwirt.it,Wellnesshotel Lodenwirt,HotelPension,"Obervintl/Vandoies di Sopra, Vintl/Vandoies, Brixen/Bressanone and environs",Pustertalerstr. 1 A,Brixen/Bressanone and environs,info@lodenwirt.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.2ADABFCED1A111D4B6DC00105A6E0F67.wellnesshotel-lodenwirt.vandoies-di-sopra-obervintl,+39 0472 867000
http://www.hotelbrixen.it,Hotel Traube,HotelPension,"Brixen Stadt/Bressanone città, Brixen/Bressanone, Brixen/Bressanone and environs",via Roncato/Runggadgasse 24,Brixen/Bressanone and environs,info@hotelbrixen.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.2542F34F544811D2968200A0244EAF51.hotel-traube.bressanone-citta-brixen-stadt,+39 0472 833689
http://www.derbrunnerhof.com,Pension Der Brunnerhof,HotelPension,"Spinges/Spinga, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Dorfstraße 3,Brixen/Bressanone and environs,info@derbrunnerhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DA314A206F2211D291A100104BAF1B41.pension-der-brunnerhof.spinga-spinges,+39 0472 849591
https://www.schiestlhof.com,Residence Schiestlhof,HotelPension,"Natz/Naz, Natz-Schabs/Naz-Sciaves, Brixen/Bressanone and environs","Natz, Unterbrunnergasse 10",Brixen/Bressanone and environs,info@schiestlhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.37D4C8EE02E311D385D50060082C3577.residence-schiestlhof.naz-natz,+39 0472 415072
http://www.goldener-schluessel.com,Residence Goldener Schlüssel,HotelPension,"Brixen Stadt/Bressanone città, Brixen/Bressanone, Brixen/Bressanone and environs",via Torre Bianca/Weissenturmgasse 10,Brixen/Bressanone and environs,info@goldener-schluessel.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.2542F2FA544811D2968200A0244EAF51.residence-goldener-schluessel.bressanone-citta-brixen-stadt,+39 0472 836479
http://www.weisselilie.it,Gasthof Weisse Lilie,HotelPension,"Mühlbach/Rio di Pusteria, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Piazza della Chiesa/Kirchplatz 2,Brixen/Bressanone and environs,info@weisselilie.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DA3149546F2211D291A100104BAF1B41.gasthof-weisse-lilie.rio-di-pusteria-muehlbach,+39 0472 849740
http://www.linara-family.it,Linara Mountain Family Stay,HotelPension,"Vals/Valles, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Via Kirchdorf/Kirchdorfstraße 40,Brixen/Bressanone and environs,info@linara-family.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DA3149BA6F2211D291A100104BAF1B41.pension-gattererhof.valles-vals,+39 0472 547184
http://www.sylvanerhof.com,Hotel Sylvanerhof,HotelPension,"Klausen/Chiusa, Klausen/Chiusa, Brixen/Bressanone and environs",Leitach 34,Brixen/Bressanone and environs,info@sylvanerhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.BA1AF300A1A311D3A0B800105A6F94EC.hotel-sylvanerhof.chiusa-klausen,+39 0472 847557
http://www.fuerstenhof.com,Pension Fürstenhof,HotelPension,"Natz/Naz, Natz-Schabs/Naz-Sciaves, Brixen/Bressanone and environs","Natz, Fürstnergasse 8",Brixen/Bressanone and environs,info@fuerstenhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.37D4C8F702E311D385D50060082C3577.pension-fuerstenhof.naz-natz,+39 0472 415151
https://www.hoteldominik.com,Dominik Alpine City Wellness Hotel,HotelPension,"Brixen Stadt/Bressanone città, Brixen/Bressanone, Brixen/Bressanone and environs",via Terzo di Sotto/Unterdrittelgasse 13,Brixen/Bressanone and environs,info@hoteldominik.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.2542F73F544811D2968200A0244EAF51.dominik-alpine-city-wellness-hotel.bressanone-citta-brixen-stadt,+39 0472 830144
http://www.hotel-kaserhof.com,Hotel Kaserhof,HotelPension,"Vals/Valles, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Jochtalstraße 17,Brixen/Bressanone and environs,info@hotel-kaserhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DA3149C96F2211D291A100104BAF1B41.hotel-kaserhof.valles-vals,+39 0472 547101
http://www.hotel-sonneck.it,B&B Hotel Sonneck,HotelPension,"Schabs/Sciaves, Natz-Schabs/Naz-Sciaves, Brixen/Bressanone and environs","Sciaves, Via Spinga/Schabs, Spingeser Straße 2",Brixen/Bressanone and environs,info@hotel-sonneck.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.37D4C9B102E311D385D50060082C3577.b-b-hotel-sonneck.sciaves-schabs,+39 0472 694027
http://www.zur-linde.it,Gasthof Zur Linde,HotelPension,"Mühlbach/Rio di Pusteria, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Katharina-Lanz-Str. 80,Brixen/Bressanone and environs,info@zur-linde.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DA31494E6F2211D291A100104BAF1B41.gasthof-zur-linde.rio-di-pusteria-muehlbach,+39 0472 849733
http://www.camping-vahrner-see.com,Camping Vahrner See / Al lago di Varna,Camping,"Vahrn/Varna, Vahrn/Varna, Brixen/Bressanone and environs",via Lago di Varna / Vahrner See Weg 6,Brixen/Bressanone and environs,info@vahrnersee.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.FBA8F5A6E54211D499340050044A1601.camping-vahrner-see---al-lago-di-varna.varna-vahrn,+39 342 6185804
http://www.goldeneskreuz.it,Hotel Croce d'Oro / Goldenes Kreuz,HotelPension,"Brixen Stadt/Bressanone città, Brixen/Bressanone, Brixen/Bressanone and environs",via Bastioni Minori / Kleiner Graben 8,Brixen/Bressanone and environs,hotel@goldeneskreuz.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.2542F79B544811D2968200A0244EAF51.hotel-croce-d-oro---goldenes-kreuz.bressanone-citta-brixen-stadt,+39 0472 836155
,Pension Fischnaller,HotelPension,"Natz/Naz, Natz-Schabs/Naz-Sciaves, Brixen/Bressanone and environs",Naz - Salzis/Natz - Salzis 15,Brixen/Bressanone and environs,info@fuerstenhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.37D4C8D602E311D385D50060082C3577.pension-fischnaller.naz-natz,+39 0472 415151
http://waldruh.it/,Pension Waldruh,HotelPension,"Meransen/Maranza, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Via Huber/Huberstraße 17,Brixen/Bressanone and environs,pension.waldruh@gmail.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.2D6BF20166E611D4B54E0050BAD5BEDE.pension-waldruh.maranza-meransen,+39 349 8640936
http://www.thalerhof.it,Apartment Marcher - Melisse,BedBreakfast,"Schnauders/Snodres, Feldthurns/Velturno, Brixen/Bressanone and environs",Schnauders 17,Brixen/Bressanone and environs,info@thalerhof.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.FFEB068161D0E356E9395FCA35574E9B.apartment.snodres-schnauders,+39 349 6220047
http://www.badhaus.it,Boutique Hotel Badhaus,HotelPension,"Brixen Stadt/Bressanone città, Brixen/Bressanone, Brixen/Bressanone and environs",via Ponte Aquida / Adlerbrückengasse 5,Brixen/Bressanone and environs,info@badhaus.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.FDA7C99CE283D4E9B33D25184C39E0AE.boutiquehotel-badhaus.bressanone-citta-brixen-stadt,+39 0472 940575
http://www.sonngruber.it,Gästehaus  Sonngruber,BedBreakfast,"Spiluck/Spelonca, Vahrn/Varna, Brixen/Bressanone and environs",Spelonca/Spiluck 4,Brixen/Bressanone and environs,info@sonngruber.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.FBBA45B35D4811D499170050044A1601.gaestehaus--sonngruber.spelonca-spiluck,+39 0472 830777
http://www.camping-vahrner-see.com,Albergo/Gasthaus Zum Vahrner See,BedBreakfast,"Vahrn/Varna, Vahrn/Varna, Brixen/Bressanone and environs",via Lago di Varna/Vahrner See Weg 6,Brixen/Bressanone and environs,info@vahrnersee.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.FBA8F55DE54211D499340050044A1601.albergo-gasthaus-zum-vahrner-see.varna-vahrn,+39 342 6185804
http://www.sonnenberg.it,Haus am Lärchenwald,BedBreakfast,"Meransen/Maranza, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Ausserecker Street 35,Brixen/Bressanone and environs,info@sonnenberg.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.FB27EFF9AB3868AC61BBBD0DDCD9EC59.haus-am-laerchenwald.maranza-meransen,+39 0472 520232
http://www.ferienwohnung-luesen.com,Sieberlechnerhof,Farm,"Lüsen/Luson, Lüsen/Luson, Brixen/Bressanone and environs",street Kreuz 7,Brixen/Bressanone and environs,info@ferienwohnung-luesen.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.F99D5DE6B17ADCEDBB0033461BCB8D9F.sieberlechnerhof.luson-luesen,+39 349 5643628
http://www.moarhof-gufidaun.it,Moarhof,Farm,"Gufidaun/Gudon, Klausen/Chiusa, Brixen/Bressanone and environs",Moar 19 - Gufidaun/Gudon,Brixen/Bressanone and environs,info@moarhof-gufidaun.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.F97918DDADD03962AEC33FE8E268F48B.moarhof.gudon-gufidaun,+39 0472 847139
http://www.blasegger.com,Blaseggerhof,Farm,"Latzfons/Lazfons, Klausen/Chiusa, Brixen/Bressanone and environs",Runggen 10/Latzfons,Brixen/Bressanone and environs,info@blasegger.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.F96E51B290FA16BBBD5C8DF4E5F07693.blaseggerhof.lazfons-latzfons,+39 333 1629694
http://www.apartmenthaus-haringer.com,Haus Haringer,BedBreakfast,"Neustift/Novacella, Vahrn/Varna, Brixen/Bressanone and environs",via Abbazia / Stiftstrasse 12,Brixen/Bressanone and environs,info@apartmenthaus-haringer.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.F91DC449AF0D11D499310050044A1601.haus-haringer.novacella-neustift,+39 0472 836083
,White Tower of Love in Downtown,BedBreakfast,"Brixen Stadt/Bressanone città, Brixen/Bressanone, Brixen/Bressanone and environs",via Torre Bianca / Weissenturmgasse 6,Brixen/Bressanone and environs,horst.8.stuffer@gmail.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.F2A95AD921AC038968385863AED6D91B.white-tower-of-love-in-downtown.bressanone-citta-brixen-stadt,+39 344 2423072
,Loft Lauben,BedBreakfast,"Brixen Stadt/Bressanone città, Brixen/Bressanone, Brixen/Bressanone and environs",Portici Minori / Kleine Lauben 8,Brixen/Bressanone and environs,herbert.grunser@gmail.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.F29FA3225451DDF57056C990E1AD24CB.grunser-herbert.bressanone-citta-brixen-stadt,+39 349 3264435
http://www.schloss-gravetsch.com,Castle Gravetsch,Farm,"Villanders/Villandro, Villanders/Villandro, Brixen/Bressanone and environs",Gravetsch 11,Brixen/Bressanone and environs,info@schloss-gravetsch.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.EBE0CD33F31A22B4E6ECBDE10E940AC3.castle-gravetsch.villandro-villanders,+39 349 5137704
,App. Unterkircher,BedBreakfast,"Terenten/Terento, Terenten/Terento, Brixen/Bressanone and environs",Unterdorf Street 8,Brixen/Bressanone and environs,georg@unterkircher.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.EB65ECF962A2A37211A49784722C7041.app--unterkircher.terento-terenten,+39 347 7531894
http://www.untermuellerhof.com,Untermüllerhof,BedBreakfast,"Meransen/Maranza, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Huberstr. 4,Brixen/Bressanone and environs,info@untermuellerhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.E8DF4FA84EAE11D5B6760050BAD5B9E4.untermuellerhof.maranza-meransen,+39 335 525928
http://www.gnolhof.com,Gnolhof,BedBreakfast,"Verdings/Verdignes, Klausen/Chiusa, Brixen/Bressanone and environs",Verdings/Verdignes 3 B,Brixen/Bressanone and environs,info@gnolhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.E833CF420C556BE20CA704AB619BFAC9.gnolhof.verdignes-verdings,+39 0472 855412
http://www.francescagmay.com,Downtown Hideout Apartment,BedBreakfast,"Brixen Stadt/Bressanone città, Brixen/Bressanone, Brixen/Bressanone and environs",via Ponte Aquila /Adlerbrückengasse 6,Brixen/Bressanone and environs,cantelli.bx@icloud.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.E5221AE58A067310DB64F501E5409237.downtown-hideout-apartment.bressanone-citta-brixen-stadt,+39 347 4572422
,Winklerhof Ferienwohnung,Farm,"Meransen/Maranza, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Vicolo Kössler/Kösslergasse 9,Brixen/Bressanone and environs,erwin.lechner5@gmail.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.E25048D1457540B69382F114DA92D988.winklerhof-ferienwohnung.maranza-meransen,+39 0472 520194
http://www.gasser.bz.it,Gasser-Obergostnerhof,Farm,"Verdings/Verdignes, Klausen/Chiusa, Brixen/Bressanone and environs",Pardell 51,Brixen/Bressanone and environs,nadja@gasser.bz.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.E24AD759F37211D3A18D00105A6F94EC.gasser-obergostnerhof.verdignes-verdings,+39 0472 855548
,Haus Deltedesco,BedBreakfast,"Vahrn/Varna, Vahrn/Varna, Brixen/Bressanone and environs",via Brennero/Brennerstrasse 57,Brixen/Bressanone and environs,deltedesco@virgilio.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.E0C297EAFC1311D4993A0050044A1601.haus-deltedesco.varna-vahrn,+39 0472 834794
http://www.obergasserhof.com,Obergasserhof,BedBreakfast,"Gifen/Chivo, Rodeneck/Rodengo, Brixen/Bressanone and environs",Gifen 7/A,Brixen/Bressanone and environs,info@obergasserhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DED87DB4ADB749B7B919808DC5728973.obergasserhof.chivo-gifen,+39 0472 454108
http://www.soellhof.com,Söllhof,Farm,"Brixen Stadt/Bressanone città, Brixen/Bressanone, Brixen/Bressanone and environs",via Karel-Havlicek-Str. 29,Brixen/Bressanone and environs,info@soellhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DEB602134D10374A48B7BBF6809027CB.soellhof.bressanone-citta-brixen-stadt,+39 338 4440893
http://www.stocknerhof.it,Stocknerhof U.A.B.,Farm,"Schabs/Sciaves, Natz-Schabs/Naz-Sciaves, Brixen/Bressanone and environs","Schabs, Viumserstraße 13",Brixen/Bressanone and environs,mayr@stocknerhof.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DDE9ABCF4708F4A0212AB7678B9AF3DA.stocknerhof-u-a-b-.sciaves-schabs,+39 349 4088395
http://www.ploseparkhotel.com,Plose Parkhotel,HotelPension,"Plose/Plose, Brixen/Bressanone, Brixen/Bressanone and environs",via Erwin Stricker / Erwin Stricker Weg 29,Brixen/Bressanone and environs,info@ploseparkhotel.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DCE68F0562F5EDA6B49CCCE212F624C6.plose-parkhotel.plose-plose,+39 0472 521301
http://www.wieserhof.bz.it,Appartments Wieserhof,Farm,"Vals/Valles, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Unterlände 20,Brixen/Bressanone and environs,info@wieserhof.bz.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DC01AA408AD2E74D5575B5EAC723B872.appartments-wieserhof.valles-vals,+39 0472 547054
http://www.oberweinbrenner.eu,Oberweinbrenner,Farm,"Feldthurns/Velturno, Feldthurns/Velturno, Brixen/Bressanone and environs",Guln 27,Brixen/Bressanone and environs,hubert.oberhofer@cmail.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DB76AE321A88DFBA0C37933AA6D26D5E.oberweinbrenner.velturno-feldthurns,+39 348 6983094
http://www.gostnerhof.com,Gostnerhof,Farm,"Barbian/Barbiano, Barbian/Barbiano, Brixen/Bressanone and environs",Via Barbiano/Barbianer Straße 9,Brixen/Bressanone and environs,info@gostnerhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DAED25C743D4483FBCA04CE1DB161CA1.gostnerhof.barbiano-barbian,+39 339 6225166
http://www.hauskarin.it,Haus Karin,BedBreakfast,"Neustift/Novacella, Vahrn/Varna, Brixen/Bressanone and environs",vicolo Köferer/Köfererleite 7,Brixen/Bressanone and environs,info@hauskarin.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DA3B193A66B411D4991B0050044A1601.haus-karin.novacella-neustift,+39 0472 835636
http://www.anratterhof.info,Anratterhof,Farm,"Spinges/Spinga, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Bergstraße 21+22,Brixen/Bressanone and environs,info@anratterhof.info,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DA314A2C6F2211D291A100104BAF1B41.anratterhof.spinga-spinges,+39 0472 849574
http://www.apartments-schoenblick.com,Apartment Schönblick,BedBreakfast,"Spinges/Spinga, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Bergstraße 1,Brixen/Bressanone and environs,info@apartments-schoenblick.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DA314A236F2211D291A100104BAF1B41.apartment-schoenblick.spinga-spinges,+39 0472 849581
http://www.finkhof.it,Appartements Finkhof,BedBreakfast,"Vals/Valles, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Unterlände 10,Brixen/Bressanone and environs,info@finkhof.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DA314A1A6F2211D291A100104BAF1B41.appartements-finkhof.valles-vals,+39 0472 547021
http://www.tasa.it,Pension Tasa,HotelPension,"Vals/Valles, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Via Tasa/Tasaweg 17,Brixen/Bressanone and environs,info@tasa.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DA3149EA6F2211D291A100104BAF1B41.pension-tasa.valles-vals,+39 0472 547153
http://www.hotelhoferhof.com,Hotel Hoferhof,HotelPension,"Vals/Valles, Mühlbach/Rio di Pusteria, Brixen/Bressanone and environs",Jochtalstraße 19,Brixen/Bressanone and environs,info@hotelhoferhof.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.DA3149936F2211D291A100104BAF1B41.hotel-hoferhof.valles-vals,+39 0472 547135
http://www.unterburg.info,Apartements Unterburg,BedBreakfast,"Gufidaun/Gudon, Klausen/Chiusa, Brixen/Bressanone and environs",Gufidaun/Gudon 54,Brixen/Bressanone and environs,info@unterburg.info,https://suedtirol.info/en/en/accommodation/pdp-accommodation.D9A661BC2EFFEAD2E966030A5D679655.apartements-unterburg.gudon-gufidaun,+39 338 8270369
http://www.schlachthof.it,Alter Schlachthof,BedBreakfast,"Brixen Stadt/Bressanone città, Brixen/Bressanone, Brixen/Bressanone and environs",vicolo Macello/Schlachthausgasse 4,Brixen/Bressanone and environs,info@schlachthof.it,https://suedtirol.info/en/en/accommodation/pdp-accommodation.D8F434C904D8422E4D835E9190732152.alter-schlachthof.bressanone-citta-brixen-stadt,+39 334 7007082
,Vordersteirerhof,Farm,"Aicha/Aica, Natz-Schabs/Naz-Sciaves, Brixen/Bressanone and environs","Aica, Via Nikolaus/Aicha, Nikolausstraße 3",Brixen/Bressanone and environs,oberhofer.aicha@gmail.com,https://suedtirol.info/en/en/accommodation/pdp-accommodation.D72688D479A111D4A3840001021A78B9.vordersteirerhof.aica-aicha,+39 371 7639023
